model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct
gpt2,clm,729,island_effects,adjunct_island,Who has Sara questioned before revealing the adult?,Who has Sara questioned the adult before revealing?,-62.69301223754883,-63.86302185058594,1.1700096130371094,True
gpt2,clm,730,island_effects,adjunct_island,What was Emily buying after lifting this sock?,What was Emily buying this sock after lifting?,-55.41412353515625,-58.36979293823242,2.955669403076172,True
gpt2,clm,731,island_effects,adjunct_island,Who could rugs bother after shocking Natalie?,Who could rugs bother Natalie after shocking?,-71.82490539550781,-71.58201599121094,-0.242889404296875,False
gpt2,clm,732,island_effects,adjunct_island,Who might Gregory respect without criticizing Travis?,Who might Gregory respect Travis without criticizing?,-57.81979751586914,-61.09394454956055,3.2741470336914062,True
gpt2,clm,733,island_effects,adjunct_island,Who might every guy like before attacking Pamela?,Who might every guy like Pamela before attacking?,-60.417171478271484,-60.628543853759766,0.21137237548828125,True
gpt2,clm,734,island_effects,adjunct_island,Who is Diana healing before complaining about Connie?,Who is Diana healing Connie before complaining about?,-59.56927490234375,-65.78364562988281,6.2143707275390625,True
gpt2,clm,735,island_effects,adjunct_island,Who was every rug boring before confusing Rachel?,Who was every rug boring Rachel before confusing?,-69.02942657470703,-77.19868469238281,8.169258117675781,True
gpt2,clm,736,island_effects,adjunct_island,Who is Clyde insulting while stunning Elaine?,Who is Clyde insulting Elaine while stunning?,-62.449790954589844,-65.70182800292969,3.2520370483398438,True
gpt2,clm,737,island_effects,adjunct_island,Who were some pedestrians fleeing from before curing Sally?,Who were some pedestrians fleeing from Sally before curing?,-70.85601806640625,-71.38257598876953,0.5265579223632812,True
gpt2,clm,738,island_effects,adjunct_island,What will Eva dislike while skated around a lot of libraries?,What will Eva dislike a lot of libraries while skated around?,-74.7827377319336,-83.95893859863281,9.176200866699219,True
gpt2,clm,739,island_effects,adjunct_island,What would Andrew explore before thinking about some restaurant?,What would Andrew explore some restaurant before thinking about?,-60.024322509765625,-69.5897445678711,9.565422058105469,True
gpt2,clm,740,island_effects,adjunct_island,Who had Denise sounded like after referencing most girls?,Who had Denise sounded like most girls after referencing?,-77.69627380371094,-74.43922424316406,-3.257049560546875,False
gpt2,clm,741,island_effects,adjunct_island,What has Meredith ascended while climbing up a lot of stairs?,What has Meredith ascended a lot of stairs while climbing up?,-61.297630310058594,-62.58613586425781,1.2885055541992188,True
gpt2,clm,742,island_effects,adjunct_island,Who can all movies bother without shocking Regina?,Who can all movies bother Regina without shocking?,-66.6720962524414,-68.30437469482422,1.6322784423828125,True
gpt2,clm,743,island_effects,adjunct_island,Who was Tiffany praising without worrying Samuel?,Who was Tiffany praising Samuel without worrying?,-58.812255859375,-56.07558822631836,-2.7366676330566406,False
gpt2,clm,744,island_effects,adjunct_island,Who had this company referenced before embarrassing Angela?,Who had this company referenced Angela before embarrassing?,-60.99535369873047,-71.95794677734375,10.962593078613281,True
gpt2,clm,745,island_effects,adjunct_island,Who have the associations stunned while embarrassing Bill?,Who have the associations stunned Bill while embarrassing?,-66.46234893798828,-70.83627319335938,4.373924255371094,True
gpt2,clm,746,island_effects,adjunct_island,Who is Florence attacking while distracting Laura?,Who is Florence attacking Laura while distracting?,-57.368953704833984,-60.680850982666016,3.3118972778320312,True
gpt2,clm,747,island_effects,adjunct_island,What have those guests gone to without touring some movie theaters?,What have those guests gone to some movie theaters without touring?,-63.11473846435547,-63.007843017578125,-0.10689544677734375,False
gpt2,clm,748,island_effects,adjunct_island,What will Martin buy after lifting that spinach?,What will Martin buy that spinach after lifting?,-57.90296936035156,-61.544898986816406,3.6419296264648438,True
gpt2,clm,749,island_effects,adjunct_island,Who will Gerald help without alarming Allison?,Who will Gerald help Allison without alarming?,-58.22119903564453,-62.137535095214844,3.9163360595703125,True
gpt2,clm,750,island_effects,adjunct_island,Who was this screen aggravating before aggravating Leslie?,Who was this screen aggravating Leslie before aggravating?,-66.97640991210938,-69.71952819824219,2.7431182861328125,True
gpt2,clm,751,island_effects,adjunct_island,What had Ruth walked through without cleaning many college campuses?,What had Ruth walked through many college campuses without cleaning?,-68.57930755615234,-66.70699310302734,-1.872314453125,False
gpt2,clm,752,island_effects,adjunct_island,What has Grace skated around after criticizing that glacier?,What has Grace skated around that glacier after criticizing?,-70.83167266845703,-73.56837463378906,2.7367019653320312,True
gpt2,clm,753,island_effects,adjunct_island,What had Travis arrived at after discussing many cafes?,What had Travis arrived at many cafes after discussing?,-64.32652282714844,-68.47312927246094,4.1466064453125,True
gpt2,clm,754,island_effects,adjunct_island,Who have most ladies insulted before describing Cheryl?,Who have most ladies insulted Cheryl before describing?,-68.33222961425781,-74.02352905273438,5.6912994384765625,True
gpt2,clm,755,island_effects,adjunct_island,What does Beth scan without discussing the newspaper article?,What does Beth scan the newspaper article without discussing?,-62.09134292602539,-62.938072204589844,0.8467292785644531,True
gpt2,clm,756,island_effects,adjunct_island,What has Tracy biked to while lifting libraries?,What has Tracy biked to libraries while lifting?,-59.37610626220703,-64.26918029785156,4.893074035644531,True
gpt2,clm,757,island_effects,adjunct_island,What does Bethany exit while describing hills?,What does Bethany exit hills while describing?,-65.60809326171875,-69.75437927246094,4.1462860107421875,True
gpt2,clm,758,island_effects,adjunct_island,What had Rebecca cleaned after bringing this fork?,What had Rebecca cleaned this fork after bringing?,-59.029685974121094,-65.95987701416016,6.9301910400390625,True
gpt2,clm,759,island_effects,adjunct_island,What was Nicole discovering before finding this beef?,What was Nicole discovering this beef before finding?,-54.200435638427734,-60.84387969970703,6.643444061279297,True
gpt2,clm,760,island_effects,adjunct_island,Who might Benjamin alarm before listening to Paul?,Who might Benjamin alarm Paul before listening to?,-58.81690979003906,-63.998783111572266,5.181873321533203,True
gpt2,clm,761,island_effects,adjunct_island,Who would Patricia confuse while noticing Judy?,Who would Patricia confuse Judy while noticing?,-56.59471893310547,-59.67203140258789,3.077312469482422,True
gpt2,clm,762,island_effects,adjunct_island,What had the cashiers healed after discovering many cats?,What had the cashiers healed many cats after discovering?,-71.06187438964844,-74.85888671875,3.7970123291015625,True
gpt2,clm,763,island_effects,adjunct_island,What can Jerry walk through while biking to those mountains?,What can Jerry walk through those mountains while biking to?,-59.69134521484375,-61.64373016357422,1.9523849487304688,True
gpt2,clm,764,island_effects,adjunct_island,Who had those college campuses annoyed while irritating Denise?,Who had those college campuses annoyed Denise while irritating?,-74.64552307128906,-82.03300476074219,7.387481689453125,True
gpt2,clm,765,island_effects,adjunct_island,What have the waitresses scanned before thinking about essays?,What have the waitresses scanned essays before thinking about?,-62.71363067626953,-67.15185546875,4.438224792480469,True
gpt2,clm,766,island_effects,adjunct_island,What had Sara healed before noticing some rabbits?,What had Sara healed some rabbits before noticing?,-62.6284294128418,-64.54046630859375,1.9120368957519531,True
gpt2,clm,767,island_effects,adjunct_island,What can that patient clean after leaving some high school?,What can that patient clean some high school after leaving?,-64.39217376708984,-67.40010070800781,3.0079269409179688,True
gpt2,clm,768,island_effects,adjunct_island,Who is Dana shocking after thinking about many women?,Who is Dana shocking many women after thinking about?,-62.07611846923828,-64.6949234008789,2.618804931640625,True
gpt2,clm,769,island_effects,adjunct_island,Who did most committees aggravate while distracting that doctor?,Who did most committees aggravate that doctor while distracting?,-75.25658416748047,-77.60189819335938,2.3453140258789062,True
gpt2,clm,770,island_effects,adjunct_island,What was Scott concealing without examining those plays?,What was Scott concealing those plays without examining?,-63.479984283447266,-68.46307373046875,4.983089447021484,True
gpt2,clm,771,island_effects,adjunct_island,Who was a wheelbarrow disturbing after impressing Ann?,Who was a wheelbarrow disturbing Ann after impressing?,-70.62145233154297,-74.53091430664062,3.9094619750976562,True
gpt2,clm,772,island_effects,adjunct_island,Who was Natalie disturbing before questioning a teenager?,Who was Natalie disturbing a teenager before questioning?,-62.57762145996094,-62.460304260253906,-0.11731719970703125,False
gpt2,clm,773,island_effects,adjunct_island,What has Martha resembled before thinking about some photograph?,What has Martha resembled some photograph before thinking about?,-67.8010482788086,-79.03810119628906,11.237052917480469,True
gpt2,clm,774,island_effects,adjunct_island,Who might Jacqueline care for after upsetting Craig?,Who might Jacqueline care for Craig after upsetting?,-61.832305908203125,-62.853248596191406,1.0209426879882812,True
gpt2,clm,775,island_effects,adjunct_island,Who was Steve concealing after astounding a man?,Who was Steve concealing a man after astounding?,-63.963287353515625,-68.90143585205078,4.938148498535156,True
gpt2,clm,776,island_effects,adjunct_island,What had Marie bought without noticing some cake?,What had Marie bought some cake without noticing?,-62.20264434814453,-53.42405319213867,-8.77859115600586,False
gpt2,clm,777,island_effects,adjunct_island,Who was Gregory discovering without appreciating Becca?,Who was Gregory discovering Becca without appreciating?,-66.88847351074219,-65.67698669433594,-1.21148681640625,False
gpt2,clm,778,island_effects,adjunct_island,Who had Brett criticized before criticizing Andrew?,Who had Brett criticized Andrew before criticizing?,-56.581016540527344,-63.955589294433594,7.37457275390625,True
gpt2,clm,779,island_effects,adjunct_island,Who should Brian hire after thinking about many waitresses?,Who should Brian hire many waitresses after thinking about?,-65.90473175048828,-72.24801635742188,6.343284606933594,True
gpt2,clm,780,island_effects,adjunct_island,What has Rebecca walked through after selling most movie theaters?,What has Rebecca walked through most movie theaters after selling?,-63.65455627441406,-66.28584289550781,2.63128662109375,True
